CAS,Chemical Name,Smiles,Molecular Weight (g/mol),Averaged LC50 (ug/org),Averaged LC50 (mol/org),-log10(mol/org),contains_metal
91465-08-6,"3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (1S,3S)-rel-(R)-cyano(3-phenoxyphenyl)methyl ester",CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,449.8560000000001,0.2680325,5.958184396784748e-10,3.224886060156412,False
102851-06-9,N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester,CC(C)[C@@H](Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,502.9200000000002,8.75,1.7398393382645345e-08,1.759490853859156,False
71751-41-2,Avermectin B1,CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2)C=C[C@@H]1C.CO[C@H]8C[C@@H](O[C@@H](C)[C@@H]8O)O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]/%10[C@@H](C)/C=C/C=C/%11CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C\C=C%10C)O[C@@]%14(C%13)O[C@H](C(C)C)[C@@H](C)C=C%14)[C@]%11%12O)C,1732.1529999999996,0.00079,4.560798035739338e-13,6.340959159047371,False
120868-66-8,1-[(6-Chloro-3-pyridinyl)methyl]-2-imidazolidinone,Clc1ccc(CN2CCNC2=O)cn1,211.652,25.625,1.2107138132406024e-07,0.9169585026198774,False
52918-63-5,"(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)cyano(3-phenoxyphenyl)methyl ester",CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,505.20600000000024,0.1634899999999999,3.2361056677869993e-10,3.48997730591404,False
68359-37-5,"3-(2,2-Dichloroethenyl)-2,2-dimethyl cyclopropanecarboxylic acid cyano(4-fluoro-3-phenoxyphenyl)methyl ester",CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,434.29400000000015,0.0677,1.5588518376952014e-10,3.8071951607118737,False
210880-92-5,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,CN=C(NCc1sc(Cl)nc1)N[N+]([O-])=O,249.683,0.0040947419354838,1.6399762640964225e-11,4.785162437590439,False
153719-23-4,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",CN1COCN(Cc2sc(Cl)nc2)/C1=N/[N+]([O-])=O,291.72,0.0123631509433962,4.238019656998569e-11,4.372837033253773,False
1224510-29-5,"(1S)-rel-3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid (R)-cyano(3-phenoxyphenyl)methyl ester",CC1(C)C(C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)c2cccc(Oc3ccccc3)c2,416.30400000000014,0.2772799999999999,6.660517314270336e-10,3.176492038396066,False
2921-88-2,"Phosphorothioic acid, O,O-Diethyl O-(3,5,6-trichloro-2-pyridinyl) ester",CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,350.591,0.320093,9.130097463996507e-10,3.0395245863375586,False
138261-41-3,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,[O-][N+](=O)NC1=NCCN1Cc2ccc(Cl)nc2,255.665,0.0892380350877193,3.4904282982699736e-10,3.4571212790114156,False
10265-92-6,"Phosphoramidothioic acid, O,S-Dimethyl ester",CO[P](N)(=O)SC,141.132,0.2,1.4171130572797095e-09,2.8485955003565904,False
309-00-2,"(1R,4S,4aS,5S,8R,8aR)-rel-1,2,3,4,10,10-Hexachloro-1,4,4a,5,8,8a-hexahydro-1,4:5,8-dimethanonaphthalene",ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,364.914,0.0605,1.657924880930849e-10,3.780435150828136,False
298-00-0,"O,O-Dimethyl O-(4-nitrophenyl) ester phosphorothioic acid",CO[P](=S)(OC)Oc1ccc(cc1)[N+]([O-])=O,263.211,0.03,1.1397699944151268e-10,3.943182780448226,False
168316-95-8,Spinosad,CCC1CCCC(OC2CCC(C(C)O2)N(C)C)C(C)C(=O)C3CC4C(CCC5CC(CC45)OC6CC(C)C(OC)C(OC)C6OC)C3CC(=O)O1,734.0280000000002,0.119555,1.6287525816453858e-10,3.788144882902716,False
302578-97-8,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(R)-(trifluoromethyl)sulfinyl]-1H-pyrazole-3-carbonitrile",Nc1n(nc(C#N)c1[S@@](=O)C(F)(F)F)c2c(Cl)cc(cc2Cl)C(F)(F)F,437.152,0.007725,1.76711990337457e-11,4.7527339815587455,False
115970-17-7,"1-[(6-Chloro-3-pyridinyl)methyl]-4,5-dihydro-1H-imidazol-2-amine",NC1=NCCN1Cc2ccc(Cl)nc2,210.668,1.0,4.746805399965823e-09,2.323598572253277,False
120068-37-3,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)sulfinyl]-1H-pyrazole-3-carbonitrile",Nc1n(nc(C#N)c1[S](=O)C(F)(F)F)c2c(Cl)cc(cc2Cl)C(F)(F)F,437.152,0.0057125,1.3067537149549812e-11,4.883806256577711,False
5326-23-8,6-Chloro-3-pyridinecarboxylic acid,OC(=O)c1ccc(Cl)nc1,157.55599999999998,31.125,1.975488080428546e-07,0.704325586392419,False
155802-61-2,"1-[(6-Chloro-3-pyridinyl)methyl]-4,5-dihydro-2-(nitroamino)-1H-imidazol-5-ol",OC1CN=C(N[N+]([O-])=O)N1Cc2ccc(Cl)nc2,271.664,0.21125,7.776149949938159e-10,3.109235373364342,False
135410-20-7,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,CN(Cc1ccc(Cl)nc1)C(C)=NC#N,222.679,0.0215,9.655153831299764e-11,4.015240802407381,False
302578-96-7,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(S)-(trifluoromethyl)sulfinyl]-1H-pyrazole-3-carbonitrile",Nc1n(nc(C#N)c1[S@](=O)C(F)(F)F)c2c(Cl)cc(cc2Cl)C(F)(F)F,437.152,0.00839,1.9192409047653903e-11,4.716870508826918,False
1113-02-6,"O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl ester phosphorothioic acid",CNC(=O)CS[P](=O)(OC)OC,213.19499999999996,0.05,2.3452707615094165e-10,3.629807010756448,False
950-35-6,"Phosphoric acid, Dimethyl 4-nitrophenyl ester",CO[P](=O)(OC)Oc1ccc(cc1)[N+]([O-])=O,247.143,0.03,1.213872130709751e-10,3.915827059432076,False
60-51-5,"O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester",CNC(=O)CS[P](=S)(OC)OC,229.263,181.68245,7.924630228165906e-07,0.1010209932885957,False
121-75-5,"2-[(Dimethoxyphosphinothioyl)thio]butanedioic acid 1,4-diethyl ester",CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,330.3640000000001,700.0,2.1188749379472333e-06,-0.3261053241660767,False
8065-48-3,"Phosphorothioic acid, O,O-Diethyl O-[2-(ethylthio)ethyl] ester mixt. with O,O-diethyl S-[2-(ethylthio)ethyl] phosphorothioate",CCO[P](=O)(OCC)SCCSCC.CCO[P](=S)(OCC)OCCSCC,516.6900000000003,1.478,2.860515976697825e-09,2.5435556222481375,False
60-57-1,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,380.913,0.2689999999999999,7.061980032185824e-10,3.1510735147428695,False
56-38-2,"Phosphorothioic acid, O,O-Diethyl-O-(4-nitrophenyl)ester",CCO[P](=S)(OCC)Oc1ccc(cc1)[N+]([O-])=O,291.26500000000004,0.04,1.3733198290216808e-10,3.8622283092279366,False
7440-38-2,Arsenic,[As],74.922,3410.0,4.551400122794373e-05,-1.6581450168914007,False
111988-49-9,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Clc1ccc(CN2CCSC2=NC#N)cn1,252.73,13.0,5.143829383136153e-08,1.288713445058827,False
115-26-4,"N,N,N',N'-Tetramethylphosphorodiamidic fluoride",CN(C)[P](F)(=O)N(C)C,154.125,1.905,1.2360097323600972e-08,1.90797810959215,False
210880-92-5,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,CN=C(NCc1sc(Cl)nc1)N[N+]([O-])=O,249.683,6.960640000000001,2.7877909188851466e-08,1.5547398009396731,False
107-49-3,Tetraethyl ester diphosphoric acid,CCO[P](=O)(OCC)O[P](=O)(OCC)OCC,290.189,0.0649999999999999,2.2399195007391727e-10,3.6497675892609167,False
93-58-3,"Benzoic acid, Methyl ester",COC(=O)c1ccccc1,136.14999999999998,19985.0,0.0001467866323907,-2.1666865069201404,False
309-00-2,"(1R,4S,4aS,5S,8R,8aR)-rel-1,2,3,4,10,10-Hexachloro-1,4,4a,5,8,8a-hexahydro-1,4:5,8-dimethanonaphthalene",ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,364.914,0.239,6.54948837260286e-10,3.183792624532467,False
7778-43-0,"Arsenic acid (H3AsO4), Disodium salt",[Na+].O[As](O)(O)=O,164.93200000000002,3.4003333333333337,2.061657733692269e-08,1.685783432508715,False
12789-03-6,Chlordane (Technical Grade),ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,409.7819999999999,1.122,2.73804120239542e-09,2.5625600208337542,False
3653-48-3,2-(4-Chloro-2-methylphenoxy)acetic acid sodium salt (1:1),[Na+].Cc1cc(Cl)ccc1OCC([O-])=O,222.603,104.7,4.70344065443862e-07,0.3275843313057692,False
8001-35-2,Toxaphene,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,411.7980000000001,39.809999999999995,9.667361181938713e-08,1.0146920554432448,False
2702-72-9,"2-(2,4-Dichlorophenoxy)acetic acid sodium salt (1:1)",[Na+].[O-]CC(=O)Oc1ccc(Cl)cc1Cl,243.021,104.5,4.300039914246094e-07,0.3665275131514889,False
58-89-9,"(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane",ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,290.832,0.2125,7.306623755295153e-10,3.1362832554857865,False
